num,word,pinyin,radical,stroke_count,wuxing,traditional,wubi
4372,诳,kuáng,讠,9,木,誑,YQTG
4373,鸩,zhèn,鸟,9,火,鴆,PQQG
4374,昶,chǎng,日,9,土,昶,YNIJ
4375,郡,jùn,阝,9,木,郡,VTKB
4376,咫,zhǐ,尸,9,金,咫,NYKW
4377,弭,mǐ,弓,9,水,弭,XBG
4378,牁,kē,爿,9,,牁,NHDK
4379,胥,xū,月,9,金,胥,NHEF
4380,陛,bì,阝,9,水,陛,BXXF
4381,陟,zhì,阝,9,金,陟,BHIT
4382,娅,yà,女,9,土,婭,VGOG
4383,姮,héng,女,9,,姮,VGJG
4384,娆,"ráo,rǎo",女,9,水,嬈,VATQ
4385,姝,shū,女,9,金,姝,VRIY
4386,姣,"jiāo,xiáo",女,9,木,姣,VUQY
4387,姘,pīn,女,9,水,姘,VUAH
4388,姹,chà,女,9,金,姹,VPTA
4389,怼,duì,心,9,火,懟,CFNU
4390,羿,yì,羽,9,木,羿,NAJ
4391,炱,tái,火,9,火,炱,CKOU
4392,矜,"jīn,guān,qín",矛,9,木,矜,CBTN
4393,绔,kù,纟,9,木,絝,XDFN
4394,骁,xiāo,马,9,金,驍,CATQ
4395,骅,huá,马,9,水,驊,CWXF
4396,绗,háng,纟,9,水,絎,XTFH
4397,绛,jiàng,纟,9,木,絳,XTAH
4398,骈,pián,马,9,水,駢,CUAH
4399,耖,chào,耒,10,金,耖,DIIT
4400,挈,qiè,手,10,金,挈,DHVR
4401,珥,ěr,王,10,火,珥,GBG
4402,珙,gǒng,王,10,木,珙,GAWY
4403,顼,xū,页,10,土,頊,GDMY
4404,珰,dāng,王,10,,璫,GIVG
4405,珩,héng,王,10,水,珩,GTFH
4406,珧,yáo,王,10,火,珧,GIQN
4407,珣,xún,王,10,火,珣,GQJG
4408,珞,luò,王,10,火,珞,GTKG
4409,琤,chēng,王,10,金,琤,GQVH
4410,珲,"huī,hún",王,10,水,琿,GPLH
4411,敖,áo,攵,10,土,敖,GQTY
4412,恚,huì,心,10,水,恚,FFNU
4413,埔,"pǔ,bù",土,10,土,埔,FGEY
4414,埕,chéng,土,10,土,埕,FKGG
4415,埘,shí,土,10,,塒,FJFY
4416,埙,xūn,土,10,土,塤,FKMY
4417,埚,guō,土,10,土,堝,FKMW
4418,挹,yì,扌,10,木,挹,RKCN
4419,耆,"qí,shì",耂,10,木,耆,FTXJ
4420,耄,mào,老,10,火,耄,FTXN
4421,埒,liè,土,10,土,埒,FEFY
4422,捋,"lǚ,luō",扌,10,火,捋,REFY
4423,贽,zhì,贝,10,火,贄,RVYM
4424,垸,"yuàn,huán",土,10,,垸,FPFQ
4425,捃,jùn,扌,10,木,捃,RVTK
4426,盍,hé,皿,10,水,盍,FCLF
4427,荸,bí,艹,10,木,荸,AFPB
4428,莆,pú,艹,10,木,莆,AGEY
4429,莳,"shì,shí",艹,10,,蒔,AJFU
4430,莴,wō,艹,10,木,萵,AKMW
4431,莪,é,艹,10,木,莪,ATRT
4432,莠,yǒu,艹,10,木,莠,ATEB
4433,莓,méi,艹,10,木,莓,ATXU
4434,莜,yóu,艹,10,木,莜,AWHT
4435,莅,lì,艹,10,木,莅,AWUF
4436,荼,tú,艹,10,木,荼,AWTU
4437,莩,"piǎo,fú",艹,10,木,莩,AEBF
4438,荽,suī,艹,10,木,荽,AEVF
4439,莸,yóu,艹,10,木,蕕,AQTN
4440,荻,dí,艹,10,木,荻,AQTO
4441,莘,"shēn,xīn",艹,10,木,莘,AUJ
4442,莎,"shā,suō",艹,10,木,莎,AIIT
4443,莞,"wǎn,guān,guǎn",艹,10,木,莞,APFQ
4444,莨,"làng,liáng",艹,10,木,莨,AYVE
4445,鸪,gū,鸟,10,木,鴣,DQYG
4446,莼,chún,艹,10,木,蒓,AXGN
4447,栲,kǎo,木,10,木,栲,SFTN
4448,栳,lǎo,木,10,木,栳,SFTX
4449,郴,chēn,木,10,木,郴,SSBH
4450,桓,huán,木,10,木,桓,SGJG
4451,桡,"ráo,náo",木,10,木,橈,SATQ
4452,桎,zhì,木,10,木,桎,SGCF
4453,桢,zhēn,木,10,木,楨,SHMY
4454,桤,qī,木,10,木,榿,SMNN
4455,梃,"tǐng,tìng",木,10,木,梃,STFP
4456,栝,"guā,kuò",木,10,木,栝,STDG
4457,桕,jiù,木,10,木,桕,SVG
4458,桁,"héng,háng",木,10,木,桁,STFH
4459,桧,"guì,huì",木,10,木,檜,SWFC
4460,桅,wéi,木,10,木,桅,SQDB
4461,栟,"bīng,bēn",木,10,木,栟,SUAH
4462,桉,ān,木,10,木,桉,SPVG
4463,栩,xǔ,木,10,木,栩,SNG
4464,逑,qiú,辶,10,木,逑,FIYP
4465,逋,bū,辶,10,水,逋,GEHP
4466,彧,yù,彡,10,土,彧,AKGE
4467,鬲,"gé,lì",鬲,10,木,鬲,GKMH
4468,豇,jiāng,豆,10,木,豇,GKUA
4469,酐,gān,酉,10,木,酐,SGFH
4470,逦,lǐ,辶,10,火,邐,GMYP
4471,厝,cuò,厂,10,金,厝,DAJD
4472,孬,nāo,子,10,火,孬,GIVB
4473,砝,fǎ,石,10,土,砝,DFCY
4474,砹,ài,石,10,土,砹,DAQY
4475,砺,lì,石,10,土,礪,DDDN
4476,砧,zhēn,石,10,土,砧,DHKG
4477,砷,shēn,石,10,土,砷,DJHH
4478,砟,zhǎ,石,10,土,砟,DTHF
4479,砼,tóng,石,10,木,砼,DWAG
4480,砥,dǐ,石,10,土,砥,DQAY
4481,砣,tuó,石,10,土,砣,DPXN
4482,剞,jī,刂,10,金,剞,DSKJ
4483,砻,lóng,石,10,土,礱,DXDF
4484,轼,shì,车,10,金,軾,LAAG
4485,轾,zhì,车,10,土,輊,LGCF
4486,辂,lù,车,10,火,輅,LTKG
4487,鸫,dōng,鸟,10,火,鶇,AIQG
4488,趸,dǔn,足,10,火,躉,DNKH
4489,龀,chèn,齿,10,火,齔,HWBX
4490,鸬,lú,鸟,10,火,鸕,HNQG
4491,虔,qián,虍,10,木,虔,HAYI
4492,逍,xiāo,辶,10,金,逍,IEPD
4493,眬,lóng,目,10,,矓,HDXN
4494,唛,mài,口,10,水,嘜,KGTY
4495,晟,"shèng,chéng",日,10,火,晟,JDNT
4496,眩,xuàn,目,10,金,眩,HYXY
4497,眙,"yí,chì",目,10,土,眙,HCKG
4498,哧,chī,口,10,火,哧,KFOY
4499,哽,gěng,口,10,木,哽,KGJQ
4500,唔,"wú,ńg,ń",口,10,土,唔,KGKG
4501,晁,cháo,日,10,金,晁,JIQB
4502,晏,yàn,日,10,土,晏,JPVF
4503,鸮,xiāo,鸟,10,,鴞,KGNG
4504,趵,"bō,bào",⻊,10,水,趵,KHQY
4505,趿,tā,⻊,10,火,趿,KHEY
4506,畛,zhěn,田,10,金,畛,LWET
4507,蚨,fú,虫,10,水,蚨,JFWY
4508,蚜,yá,虫,10,土,蚜,JAHT
4509,蚍,pí,虫,10,水,蚍,JXXN
4510,蚋,ruì,虫,10,火,蚋,JMWY
4511,蚬,xiǎn,虫,10,金,蜆,JMQN
4512,蚝,háo,虫,10,水,蚝,JTFN
4513,蚧,jiè,虫,10,木,蚧,JWJH
4514,唢,suǒ,口,10,金,嗩,KIMY
4515,圄,yǔ,囗,10,木,圄,LGKD
4516,唣,zào,口,10,金,唣,KRAN
4517,唏,xī,口,10,金,唏,KQDH
4518,盎,àng,皿,10,土,盎,MDLF
4519,唑,zuò,口,10,金,唑,KWWF
4520,崂,láo,山,10,土,嶗,MAPL
4521,崃,lái,山,10,土,崍,MGOY
4522,罡,gāng,罒,10,金,罡,LGHF
4523,罟,gǔ,罒,10,木,罟,LDF
4524,峪,yù,山,10,木,峪,MWWK
4525,觊,jì,见,10,木,覬,MNMQ
4526,赅,gāi,贝,10,木,賅,MYNW
4527,钰,yù,钅,10,金,鈺,QGYY
4528,钲,"zhēng,zhèng",钅,10,金,鉦,QGHG
4529,钴,gǔ,钅,10,金,鈷,QDG
4530,钵,bō,钅,10,金,鉢,QSGG
4531,钹,bó,钅,10,金,鈸,QDCY
4532,钺,yuè,钅,10,金,鉞,QANT
4533,钽,tǎn,钅,10,金,鉭,QJGG
4534,钼,mù,钅,10,金,鉬,QHG
4535,钿,"diàn,tián",钅,10,金,鈿,QLG
4536,铀,yóu,钅,10,金,鈾,QMG
4537,铂,bó,钅,10,金,鉑,QRG
4538,铄,shuò,钅,10,金,鑠,QQIY
4539,铆,mǎo,钅,10,金,鉚,QQTB
4540,铈,shì,钅,10,,鈰,QYMH
4541,铉,xuàn,钅,10,金,鉉,QYXY
4542,铊,"tā,tuó",钅,10,金,鉈,QPXN
4543,铋,bì,钅,10,金,鉍,QNTT
4544,铌,ní,钅,10,金,鈮,QNXN
4545,铍,"pí,pī",钅,10,金,鈹,QHCY
4546,䥽,pō,钅,10,,䥽,QNTY
4547,铎,duó,钅,10,金,鐸,QCFH
4548,氩,yà,气,10,土,氬,RNGG
4549,氤,yīn,气,10,土,氤,RNLD
4550,氦,hài,气,10,水,氦,RNYW
4551,毪,mú,毛,10,水,毪,TFNH
4552,舐,shì,舌,10,-,舐,TDQA
4553,秣,mò,禾,10,水,秣,TGSY
4554,秫,shú,禾,10,木,秫,TSYY
4555,盉,hé,皿,10,,盉,TLF
4556,笄,jī,竹,10,木,笄,TGAJ
4557,笕,jiǎn,⺮,10,木,筧,TMQB
4558,笊,zhào,竹,10,木,笊,TRHY
4559,笏,hù,竹,10,木,笏,TQRR
4560,笆,bā,竹,10,木,笆,TCB
4561,俸,fèng,亻,10,水,俸,WDWH
4562,倩,"qiàn,qìng",亻,10,金,倩,WGEG
4563,俵,biào,亻,10,水,俵,WGEY
4564,偌,ruò,亻,10,火,偌,WADK
4565,俳,pái,亻,10,水,俳,WDJD
4566,俶,"chù,tì",亻,10,金,俶,WHIC
4567,倬,zhuō,亻,10,火,倬,WHJH
4568,倏,shū,亻,10,木,倏,WHTD
4569,恁,"nèn,nín",心,10,火,恁,WTFN
4570,倭,"wō,wēi",亻,10,火,倭,WTVG
4571,倪,ní,亻,10,金,倪,WVQN
4572,俾,bǐ,亻,10,水,俾,WRTF
4573,倜,tì,亻,10,火,倜,WMFK
4574,隼,sǔn,隹,10,金,隼,WYFJ
4575,隽,"jùn,juàn",隹,10,木,隽,WYEB
4576,倌,guān,亻,10,木,倌,WPNN
4577,倥,"kǒng,kōng",亻,10,木,倥,WPWA
4578,臬,niè,自,10,木,臬,THSU
4579,皋,"gāo,háo",白,10,木,皋,RDFJ
4580,郫,pí,阝,10,水,郫,RTFB
4581,倨,jù,亻,10,木,倨,WNDG
4582,衄,nǜ,血,10,火,衄,TLNF
4583,颀,qí,页,10,木,頎,RDMY
4584,徕,"lái,lài",彳,10,火,徠,TGOY
4585,舫,fǎng,舟,10,水,舫,TEYN
4586,釜,fǔ,父,10,水,釜,WQFU
4587,奚,xī,大,10,木,奚,EXDU
4588,衾,qīn,衣,10,木,衾,WYNE
4589,胯,kuà,月,10,木,胯,EDFN
4590,胱,guāng,月,10,木,胱,EIQN
4591,胴,dòng,月,10,火,胴,EMGK
4592,胭,yān,月,10,土,胭,ELDY
4593,脍,kuài,月,10,木,膾,EWFC
4594,胼,pián,月,10,水,胼,EUAH
4595,朕,zhèn,月,10,火,朕,EUDY
4596,脒,mǐ,月,10,水,脒,EOY
4597,胺,àn,月,10,土,胺,EPVG
4598,鸱,chī,鸟,10,火,鴟,QAYG
4599,玺,xǐ,玉,10,火,璽,QIGY
4600,鸲,qú,鸟,10,木,鴝,QKQG
4601,狷,juàn,犭,10,火,狷,QTKE
4602,猁,lì,犭,10,火,猁,QTTJ
4603,狳,yú,犭,10,土,狳,QTWT
4604,猃,xiǎn,犭,10,金,獫,QTWI
4605,狺,yín,犭,10,土,狺,QTYG
4606,逖,tì,辶,10,火,逖,QTOP
4607,桀,jié,木,10,木,桀,QAHS
4608,袅,niǎo,衣,10,土,裊,QYNE
4609,饽,bō,饣,10,水,餑,QNFB
4610,凇,sōng,冫,10,木,凇,USWC
4611,栾,luán,木,10,火,欒,YOSU
4612,挛,luán,手,10,火,攣,YORJ
4613,亳,bó,亠,10,水,亳,YPTA
4614,疳,gān,疒,10,木,疳,UAFD
4615,疴,kē,疒,10,木,疴,USKD
4616,疸,"dǎn,da",疒,10,火,疸,UJGD
4617,疽,jū,疒,10,木,疽,UEGD
4618,痈,yōng,疒,10,木,癰,UEK
4619,疱,pào,疒,10,水,疱,UQNV
4620,痂,jiā,疒,10,木,痂,ULKD
4621,痉,jìng,疒,10,木,痙,UCAD
4622,衮,gǔn,衣,10,木,衮,UCEU
4623,凋,diāo,冫,10,金,凋,UMFK
4624,颃,háng,页,10,水,頏,YMDM
4625,恣,zì,心,10,火,恣,UQWN
4626,旆,pèi,方,10,水,旆,YTGH
4627,旄,"máo,mào",方,10,水,旄,YTTN
4628,旃,zhān,方,10,火,旃,YTMY
4629,阃,kǔn,门,10,木,閫,ULSI
4630,阄,jiū,门,10,木,鬮,UQJN
4631,訚,yín,言,10,,誾,UYD
4632,阆,"láng,làng",门,10,火,閬,UYVE
4633,恙,yàng,心,10,土,恙,UGNU
4634,粑,bā,米,10,水,粑,OCN
4635,朔,shuò,月,10,火,朔,UBTE
4636,郸,dān,阝,10,火,鄲,UJFB
4637,烜,"xuān,xuǎn",火,10,火,烜,OGJG
4638,烨,yè,火,10,火,燁,OWXF
4639,烩,huì,火,10,火,燴,OWFC
4640,烊,"yàng,yáng",火,10,火,烊,OUDH
4641,剡,"yǎn,shàn",刂,10,金,剡,OOJH
4642,郯,tán,阝,10,火,郯,OOBH
4643,烬,jìn,火,10,火,燼,ONYU
4644,涑,sù,氵,10,水,涑,IGKI
4645,浯,wú,氵,10,水,浯,IGKG
4646,涞,lái,氵,10,水,淶,IGOY
4647,涟,lián,氵,10,水,漣,ILPY
4648,娑,suō,女,10,水,娑,IITV
4649,涅,niè,氵,10,水,涅,IJFG
4650,涠,wéi,氵,10,水,潿,ILFH
4651,浞,zhuó,氵,10,水,浞,IKHY
4652,涓,juān,氵,10,水,涓,IKEG
4653,浥,yì,氵,10,,浥,IKCN
4654,涔,cén,氵,10,水,涔,IMWN
4655,浜,bāng,氵,10,水,浜,IRGW
4656,浠,xī,氵,10,水,浠,IQDH
4657,浣,huàn,氵,10,水,浣,IPFQ
4658,浚,"jùn,xùn",氵,10,水,浚,ICWT
4659,悚,sǒng,忄,10,金,悚,NGKI
4660,悭,qiān,忄,10,木,慳,NJCF
4661,悝,"kuī,lǐ",忄,10,木,悝,NJFG
4662,悒,yì,忄,10,木,悒,NKCN
4663,悌,tì,忄,10,火,悌,NUXT
4664,悛,quān,忄,10,木,悛,NCWT
4665,宸,chén,宀,10,金,宸,PDFE
4666,窈,yǎo,穴,10,火,窈,PWXL
4667,剜,wān,刂,10,金,剜,PQBJ
4668,诹,zōu,讠,10,金,諏,YBCY
4669,冢,zhǒng,冖,10,火,冢,
4670,诼,zhuó,讠,10,金,諑,YEYY
4671,袒,tǎn,衤,10,火,袒,PUJG
4672,袢,pàn,衤,10,水,袢,PUUF
4673,祯,zhēn,礻,10,火,禎,PYHM
4674,诿,wěi,讠,10,土,諉,YTVG
4675,谀,yú,讠,10,土,諛,YVWY
4676,谂,shěn,讠,10,金,諗,YWYN
4677,谄,chǎn,讠,10,金,諂,YQVG
4678,谇,suì,讠,10,金,誶,YYWF
4679,屐,jī,尸,10,木,屐,NTFC
4680,屙,ē,尸,10,木,屙,NBSK
4681,陬,zōu,阝,10,金,陬,BBCY
4682,勐,měng,力,10,水,勐,BLLN
4683,奘,"zàng,zhuǎng",大,10,金,奘,NHDD
4684,牂,zāng,爿,10,,牂,NHDD
4685,蚩,chī,虫,10,金,蚩,BHGJ
4686,陲,chuí,阝,10,金,陲,BTGF
4687,姬,jī,女,10,木,姬,VAHH
4688,娠,shēn,女,10,金,娠,VDFE
4689,娌,lǐ,女,10,火,娌,VJFG
4690,娉,pīng,女,10,水,娉,VMGN
4691,娲,wā,女,10,火,媧,VKMW
4692,娩,miǎn,女,10,木,娩,VQKQ
4693,娴,xián,女,10,土,嫻,VUSY
4694,娣,dì,女,10,火,娣,VUXT
4695,娓,wěi,女,10,土,娓,VNTN
4696,婀,ē,女,10,木,婀,VBSK
4697,畚,běn,田,10,水,畚,CDLF
4698,逡,qūn,辶,10,金,逡,CWTP
4699,绠,gěng,纟,10,木,綆,XGJQ
4700,骊,lí,马,10,火,驪,CGMY
4701,绡,xiāo,纟,10,金,綃,XIEG
4702,骋,chěng,马,10,火,騁,CMGN
4703,绥,suí,纟,10,水,綏,XEVG
4704,绦,tāo,纟,10,火,縧,XTSY
4705,绨,"tí,tì",纟,10,火,綈,XUXT
4706,骎,qīn,马,10,,駸,CVPC
4707,邕,yōng,邑,10,木,邕,VKCB
4708,鸶,sī,鸟,10,金,鷥,XXGG
4709,彗,huì,彐,11,水,彗,DHDV
4710,耜,sì,耒,11,木,耜,DINN
4711,焘,"tāo,dào",灬,11,火,燾,DTFO
4712,舂,chōng,臼,11,金,舂,DWVF
4713,琏,liǎn,王,11,火,璉,GLPY
4714,琇,xiù,王,11,金,琇,GTEN
4715,麸,fū,麦,11,水,麩,GQFW
4716,揶,yé,扌,11,土,揶,RBBH
4717,埴,zhí,土,11,土,埴,FFHG
4718,埯,ǎn,土,11,土,埯,FDJN
4719,捯,dáo,扌,11,,捯,RGCJ
4720,掳,lǔ,扌,11,火,擄,RHAL
4721,掴,"guó,guāi",扌,11,木,摑,RLGY
4722,埸,yì,土,11,土,埸,FJQR
4723,埵,duǒ,土,11,,埵,FTGF
4724,赧,nǎn,赤,11,火,赧,FOBC
4725,埤,"pí,pì",土,11,土,埤,FRTF
4726,捭,bǎi,扌,11,火,捭,RRTF
4727,逵,kuí,辶,11,土,逵,FWFP
4728,埝,niàn,土,11,土,埝,FWYN
4729,堋,"péng,bèng",土,11,土,堋,FEEG
4730,堍,tù,土,11,土,堍,FQKY
4731,掬,jū,扌,11,木,掬,RQOY
4732,鸷,zhì,鸟,11,火,鷙,RVYG
4733,掖,"yè,yē",扌,11,土,掖,RYWY
4734,捽,zuó,扌,11,,捽,RYWF
4735,掊,"póu,pǒu",扌,11,金,掊,RUKG
4736,堉,yù,土,11,,堉,FYCE
4737,掸,"dǎn,shàn",扌,11,火,撣,RUJF
4738,捩,liè,扌,11,火,捩,RYND
4739,掮,qián,扌,11,木,掮,RYNE
4740,悫,què,心,11,金,慤,FPMN
4741,埭,dài,土,11,土,埭,FVIY
4742,埽,"sào,sǎo",土,11,,埽,FVPH
4743,掇,duō,扌,11,火,掇,RCCC
4744,掼,guàn,扌,11,木,摜,RXFM
4745,聃,dān,耳,11,火,聃,BMFG
4746,菁,jīng,艹,11,木,菁,AGEF
4747,萁,qí,艹,11,木,萁,AADW
4748,菘,sōng,艹,11,木,菘,ASWC
4749,堇,"jǐn,qīn,jìn",一、艹,11,木,堇,AKGF
4750,萘,nài,艹,11,木,萘,ADFI
4751,萋,qī,艹,11,木,萋,AGVV
4752,菽,shū,艹,11,木,菽,AHIC
4753,菖,chāng,艹,11,木,菖,AJJF
4754,萜,tiē,艹,11,木,萜,AMHK
4755,萸,yú,艹,11,木,萸,AVWU
4756,萑,huán,艹,11,木,萑,AWYF
4757,棻,fēn,木,11,,棻,AWVS
4758,菔,fú,艹,11,木,菔,AEBC
4759,菟,"tú,tù",艹,11,木,菟,AQKY
4760,萏,dàn,艹,11,木,萏,AQVF
4761,萃,cuì,艹,11,木,萃,AYWF
4762,菏,hé,艹,11,水,菏,AISK
4763,菹,"zū,jù",艹,11,木,菹,AIEG
4764,菪,dàng,艹,11,木,菪,APDF
4765,菅,jiān,艹,11,木,菅,APNN
4766,菀,"wǎn,yù",艹,11,木,菀,APQB
4767,萦,yíng,艹,11,木,縈,APXI
4768,菰,gū,艹,11,木,菰,ABRY
4769,菡,hàn,艹,11,木,菡,ABIB
4770,梵,fàn,木,11,木,梵,SSMY
4771,梿,"lián,liǎn",木,11,,槤,SLPY
4772,梏,gù,木,11,木,梏,STFK
4773,觋,xí,见,11,金,覡,AWWQ
4774,桴,fú,木,11,木,桴,SEBG
4775,桷,jué,木,11,木,桷,SQEH
4776,梓,zǐ,木,11,木,梓,SUH
4777,棁,zhuō,木,11,木,棁,SUKQ
4778,桫,suō,木,11,木,桫,SIIT
4779,棂,líng,木,11,木,欞,SVOY
4780,啬,sè,口,11,木,嗇,FULK
4781,郾,yǎn,阝,11,,郾,AJVB
4782,匮,"kuì,guì",匚,11,木,匱,AKHM
4783,敕,chì,攵,11,火,敕,GKIT
4784,豉,chǐ,豆,11,金,豉,GKUC
4785,鄄,juàn,阝,11,木,鄄,SFBH
4786,酞,tài,酉,11,火,酞,SGDY
4787,酚,fēn,酉,11,水,酚,SGWV
4788,戛,"jiá,gā",戈,11,木,戛,DHAR
4789,硎,xíng,石,11,土,硎,DGAJ
4790,硭,máng,石,11,土,硭,DAYN
4791,硒,xī,石,11,土,硒,DSG
4792,硖,xiá,石,11,土,硤,DGUW
4793,硗,qiāo,石,11,土,硗,DATQ
4794,硐,dòng,石,11,土,硐,DMGK
4795,硇,náo,石,11,,硇,DTLQ
4796,硌,"gè,luò",石,11,土,硌,DTKG
4797,鸸,ér,鸟,11,火,鴯,DMJG
4798,瓠,hù,瓜,11,水,瓠,DFNY
4799,匏,páo,大,11,水,匏,DFNN
4800,厩,jiù,厂,11,木,厩,DVCQ
4801,龚,gōng,龙,11,木,龔,DXAW
4802,殒,yǔn,歹,11,土,殞,GQKM
4803,殓,liàn,歹,11,火,殮,GQWI
4804,殍,piǎo,歹,11,水,殍,GQEB
4805,赉,lài,贝,11,火,賚,GOMU
4806,雩,yú,雨,11,水,雩,FFNB
4807,辄,zhé,车,11,火,輒,LBNN
4808,堑,"qiàn,zàn,jiàn",土,11,土,塹,LRFF
4809,眭,suī,目,11,土,眭,HFFG
4810,眦,zì,目,11,火,眦,HHXN
4811,啧,zé,口,11,金,嘖,KGMY
4812,晡,bū,日,11,火,晡,JGEY
4813,晤,wù,日,11,木,晤,JGKG
4814,眺,tiào,目,11,土,眺,HIQN
4815,眵,chī,目,11,火,眵,HQQY
4816,眸,móu,目,11,水,眸,HCRH
4817,圊,qīng,囗,11,金,圊,LGED
4818,喏,"nuò,rě",口,11,火,喏,KADK
4819,喵,miāo,口,11,水,喵,KALG
4820,啉,"lín,lán",口,11,木,啉,KSSY
4821,勖,xù,力,11,土,勖,JHLN
4822,晞,xī,日,11,火,晞,JQDH
4823,唵,ǎn,口,11,土,唵,KDJN
4824,晗,hán,日,11,火,晗,JWYK
4825,冕,miǎn,冃,11,水,冕,JQKQ
4826,啭,zhuàn,口,11,火,囀,KLFY
4827,畦,qí,田,11,土,畦,LFFG
4828,趺,fū,⻊,11,水,趺,KHFW
4829,啮,niè,口,11,金,嚙,KHWB
4830,跄,"qiàng,qiāng",⻊,11,金,蹌,KHWB
4831,蚶,hān,虫,11,水,蚶,JAFG
4832,蛄,"gū,gǔ",虫,11,木,蛄,JDG
4833,蛎,lì,虫,11,火,蠣,JDDN
4834,蛆,qū,虫,11,木,蛆,JEGG
4835,蚰,yóu,虫,11,土,蚰,JMG
4836,蛊,gǔ,虫,11,木,蠱,JLF
4837,圉,yǔ,囗,11,木,圉,LFUF
4838,蚱,zhà,虫,11,金,蚱,JTHF
4839,蛉,líng,虫,11,火,蛉,JWYC
4840,蛏,chēng,虫,11,火,蟶,JCFG
4841,蚴,yòu,虫,11,土,蚴,JXLN
4842,啁,"zhōu,zhāo,tiào",口,11,火,啁,KMFK
4843,啕,táo,口,11,火,啕,KQRM
4844,唿,hū,口,11,水,唿,KQRN
4845,啐,"cuì,qi",口,11,金,啐,KYWF
4846,唼,shà,口,11,金,唼,KUVG
4847,唷,yō,口,11,木,唷,KYCE
4848,啖,dàn,口,11,火,啖,KOOY
4849,啵,bo,口,11,水,啵,
4850,啶,dìng,口,11,火,啶,KPGH
4851,啷,lāng,口,11,火,啷,KYVB
4852,唳,lì,口,11,火,唳,KYND
4853,唰,shuā,口,11,金,唰,KNMJ
4854,啜,"chuò,chuài",口,11,金,啜,KCCC
4855,帻,zé,巾,11,金,幘,MHGM
4856,崚,"líng,léng",山,11,,崚,MFWT
4857,崦,yān,山,11,土,崦,MDJN
4858,帼,guó,巾,11,木,幗,MHLY
4859,崮,gù,山,11,土,崮,MLDF
4860,崤,xiáo,山,11,土,崤,MQDE
4861,崆,kōng,山,11,土,崆,MPWA
4862,赇,qiú,贝,11,木,賕,MFIY
4863,赈,zhèn,贝,11,金,賑,MDFE
4864,赊,shē,贝,11,金,賒,MWFI
4865,铑,lǎo,钅,11,金,銠,QFTX
4866,铒,ěr,钅,11,金,鉺,QBG
4867,铗,jiá,钅,11,金,鋏,QGUW
4868,铙,náo,钅,11,,鐃,QATQ
4869,铟,yīn,钅,11,金,銦,QLDY
4870,铠,kǎi,钅,11,金,鎧,QMNN
4871,铡,zhá,钅,11,金,鍘,QMJH
4872,铢,zhū,钅,11,金,銖,QRIY
4873,铣,"xǐ,xiǎn",钅,11,金,銑,QTFQ
4874,铤,"tǐng,dìng",钅,11,金,鋌,QTFP
4875,铧,huá,钅,11,金,鏵,QWXF
4876,铨,quán,钅,11,金,銓,QWGG
4877,铩,shā,钅,11,金,鎩,QQSY
4878,铪,"hā,kē",钅,11,金,鉿,QWGK
4879,铫,"yáo,diào,tiáo",钅,11,金,銚,QIQN
4880,铬,gè,钅,11,金,鉻,QTKG
4881,铮,"zhēng,zhèng",钅,11,金,錚,QQVH
4882,铯,sè,钅,11,金,銫,QQCN
4883,铰,jiǎo,钅,11,金,鉸,QUQY
4884,铱,yī,钅,11,金,銥,QYEY
4885,铳,chòng,钅,11,金,銃,QYCQ
4886,铵,ǎn,钅,11,金,銨,QPVG
4887,铷,rú,钅,11,金,铷,QVKG
4888,氪,kè,气,11,木,氪,RNDQ
4889,牾,wǔ,牜,11,土,牾,TRGK
4890,鸹,guā,鸟,11,木,鴰,TDQG
4891,秾,nóng,禾,11,,穠,TPEY
4892,逶,wēi,辶,11,水,逶,TVPD
4893,笺,jiān,竹,11,木,箋,TGR
4894,筇,qióng,竹,11,木,筇,TABJ
4895,笸,pǒ,竹,11,木,笸,TAKF
4896,笪,dá,竹,11,木,笪,TJGF
4897,笮,"zé,zuó",竹,11,木,笮,TTHF
4898,笠,lì,竹,11,木,笠,TUF
4899,笥,sì,竹,11,木,笥,TNGK
4900,笤,tiáo,竹,11,木,笤,TVKF
4901,笳,jiā,竹,11,木,笳,TLKF
4902,笾,biān,竹,11,木,籩,TLPU
4903,笞,chī,竹,11,木,笞,TCKF
4904,偾,fèn,亻,11,水,僨,WFAM
4905,偃,yǎn,亻,11,土,偃,WAJV
4906,偕,xié,亻,11,木,偕,WXXR
4907,偈,"jì,jié",亻,11,木,偈,WJQN
4908,傀,"guī,kuǐ",亻,11,木,傀,WRQC
4909,偬,zǒng,亻,11,火,偬,WQRN
4910,偻,"lǚ,lóu",亻,11,火,僂,WOVG
4911,皑,ái,白,11,火,皚,RMNN
4912,皎,jiǎo,白,11,木,皎,RUQY
4913,鸻,héng,鸟,11,,鴴,TFHG
4914,徜,cháng,彳,11,金,徜,TIMK
4915,舸,gě,舟,11,木,舸,TESK
4916,舻,lú,舟,11,火,艫,TEHN
4917,舴,zé,舟,11,金,舴,TETF
4918,舷,xián,舟,11,金,舷,TEYX
4919,龛,kān,龙,11,火,龕,WGKX
4920,翎,líng,羽,11,火,翎,WYCN
4921,脬,pāo,月,11,水,脬,EEBG
4922,脘,wǎn,月,11,火,脘,EPFQ
4923,脲,niào,月,11,水,脲,ENIY
4924,匐,fú,勹,11,水,匐,QGKL
4925,猗,"yī,yǐ",犭,11,土,猗,QTDK
